log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG04383,CUST01724,What documents are needed for a loan application?,neutral,
LOG04384,CUST04520,I love the new mobile app features.,positive,
LOG04385,CUST08321,I am very unhappy with how my complaint was handled.,negative,
LOG04386,CUST06876,Why is my loan application still pending? Terrible process.,negative,
LOG04387,CUST04117,What documents are needed for a loan application?,neutral,
LOG04388,CUST01362,I need to know the branch hours.,neutral,
LOG04389,CUST01657,I cannot access my account – it seems blocked.,negative,blocked
LOG04390,CUST07956,What documents are needed for a loan application?,neutral,
LOG04391,CUST09598,My card was charged twice and no one is fixing it.,negative,
LOG04392,CUST03628,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04393,CUST04355,Account blocked again. This is the third time this month.,negative,blocked
LOG04394,CUST07994,How do I update my contact details?,neutral,
LOG04395,CUST09939,Account blocked again. This is the third time this month.,negative,blocked
LOG04396,CUST00690,Account blocked again. This is the third time this month.,negative,blocked
LOG04397,CUST09673,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04398,CUST01616,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04399,CUST01556,"Excellent experience overall, keep it up.",positive,
LOG04400,CUST03910,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04401,CUST09505,Why is my loan application still pending? Terrible process.,negative,
LOG04402,CUST09893,What documents are needed for a loan application?,neutral,
LOG04403,CUST06452,Account blocked again. This is the third time this month.,negative,blocked
LOG04404,CUST05691,I cannot access my account – it seems blocked.,negative,blocked
LOG04405,CUST07213,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04406,CUST09394,The loan was approved faster than expected – very pleased.,positive,
LOG04407,CUST00611,Please send me my account statement.,neutral,
LOG04408,CUST07075,The loan was approved faster than expected – very pleased.,positive,
LOG04409,CUST03540,I cannot access my account – it seems blocked.,negative,blocked
LOG04410,CUST02962,"Excellent experience overall, keep it up.",positive,
LOG04411,CUST05390,"Thank you, the issue has been resolved quickly.",positive,
LOG04412,CUST04789,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04413,CUST00465,The loan was approved faster than expected – very pleased.,positive,
LOG04414,CUST04154,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04415,CUST05637,I need to know the branch hours.,neutral,
LOG04416,CUST04075,Why is my loan application still pending? Terrible process.,negative,
LOG04417,CUST07308,I love the new mobile app features.,positive,
LOG04418,CUST05317,"Thank you, the issue has been resolved quickly.",positive,
LOG04419,CUST04312,The loan was approved faster than expected – very pleased.,positive,
LOG04420,CUST03431,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04421,CUST08967,"Excellent experience overall, keep it up.",positive,
LOG04422,CUST06576,Why is my loan application still pending? Terrible process.,negative,
LOG04423,CUST02819,I love the new mobile app features.,positive,
LOG04424,CUST01457,Can I increase my credit limit?,neutral,
LOG04425,CUST05764,I love the new mobile app features.,positive,
LOG04426,CUST05187,My card was charged twice and no one is fixing it.,negative,
LOG04427,CUST01660,I need to know the branch hours.,neutral,
LOG04428,CUST01482,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04429,CUST06653,What documents are needed for a loan application?,neutral,
LOG04430,CUST08147,I love the new mobile app features.,positive,
LOG04431,CUST03051,What documents are needed for a loan application?,neutral,
LOG04432,CUST03313,Can I increase my credit limit?,neutral,
LOG04433,CUST07954,I am very unhappy with how my complaint was handled.,negative,
LOG04434,CUST05522,Why is my loan application still pending? Terrible process.,negative,
LOG04435,CUST05923,Can I increase my credit limit?,neutral,
LOG04436,CUST02762,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04437,CUST00261,I love the new mobile app features.,positive,
LOG04438,CUST03110,How do I update my contact details?,neutral,
LOG04439,CUST08293,I am very unhappy with how my complaint was handled.,negative,
LOG04440,CUST09183,What documents are needed for a loan application?,neutral,
LOG04441,CUST09174,I am very unhappy with how my complaint was handled.,negative,
LOG04442,CUST02915,"Excellent experience overall, keep it up.",positive,
LOG04443,CUST01245,The loan was approved faster than expected – very pleased.,positive,
LOG04444,CUST01530,My card was charged twice and no one is fixing it.,negative,
LOG04445,CUST09798,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04446,CUST06630,What documents are needed for a loan application?,neutral,
LOG04447,CUST02389,I am very unhappy with how my complaint was handled.,negative,
LOG04448,CUST08730,Why is my loan application still pending? Terrible process.,negative,
LOG04449,CUST06501,Why is my loan application still pending? Terrible process.,negative,
LOG04450,CUST06312,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04451,CUST04816,"Thank you, the issue has been resolved quickly.",positive,
LOG04452,CUST05306,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04453,CUST07251,My card was charged twice and no one is fixing it.,negative,
LOG04454,CUST04029,"Thank you, the issue has been resolved quickly.",positive,
LOG04455,CUST02540,Please send me my account statement.,neutral,
LOG04456,CUST04486,What documents are needed for a loan application?,neutral,
LOG04457,CUST08102,How do I update my contact details?,neutral,
LOG04458,CUST03588,My card was charged twice and no one is fixing it.,negative,
LOG04459,CUST03701,My card was charged twice and no one is fixing it.,negative,
LOG04460,CUST03539,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04461,CUST00204,What are the current interest rates for savings accounts?,neutral,
LOG04462,CUST03993,I love the new mobile app features.,positive,
LOG04463,CUST07918,"Thank you, the issue has been resolved quickly.",positive,
LOG04464,CUST06792,Can I increase my credit limit?,neutral,
LOG04465,CUST06756,My card was charged twice and no one is fixing it.,negative,
LOG04466,CUST08497,What are the current interest rates for savings accounts?,neutral,
LOG04467,CUST06548,"Excellent experience overall, keep it up.",positive,
LOG04468,CUST09429,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04469,CUST04285,Account blocked again. This is the third time this month.,negative,blocked
LOG04470,CUST04319,Why is my loan application still pending? Terrible process.,negative,
LOG04471,CUST06066,The loan was approved faster than expected – very pleased.,positive,
LOG04472,CUST03846,I love the new mobile app features.,positive,
LOG04473,CUST08854,I love the new mobile app features.,positive,
LOG04474,CUST01263,I love the new mobile app features.,positive,
LOG04475,CUST02204,What documents are needed for a loan application?,neutral,
LOG04476,CUST04046,Why is my loan application still pending? Terrible process.,negative,
LOG04477,CUST09486,Please send me my account statement.,neutral,
LOG04478,CUST01584,What are the current interest rates for savings accounts?,neutral,
LOG04479,CUST08772,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04480,CUST01718,I love the new mobile app features.,positive,
LOG04481,CUST03733,Please send me my account statement.,neutral,
LOG04482,CUST05708,What documents are needed for a loan application?,neutral,
LOG04483,CUST07624,My card was charged twice and no one is fixing it.,negative,
LOG04484,CUST09409,I need to know the branch hours.,neutral,
LOG04485,CUST07541,I cannot access my account – it seems blocked.,negative,blocked
LOG04486,CUST08146,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04487,CUST01060,Account blocked again. This is the third time this month.,negative,blocked
LOG04488,CUST00363,"Great customer service, very helpful team.",positive,
LOG04489,CUST09159,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04490,CUST00943,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04491,CUST07810,I love the new mobile app features.,positive,
LOG04492,CUST02423,What documents are needed for a loan application?,neutral,
LOG04493,CUST05807,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04494,CUST04524,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04495,CUST00452,I am very unhappy with how my complaint was handled.,negative,
LOG04496,CUST07059,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04497,CUST02185,What documents are needed for a loan application?,neutral,
LOG04498,CUST03526,Account blocked again. This is the third time this month.,negative,blocked
LOG04499,CUST07408,What documents are needed for a loan application?,neutral,
LOG04500,CUST08822,I need to know the branch hours.,neutral,
LOG04501,CUST05416,I am very unhappy with how my complaint was handled.,negative,
LOG04502,CUST09337,My card was charged twice and no one is fixing it.,negative,
LOG04503,CUST06671,"Excellent experience overall, keep it up.",positive,
LOG04504,CUST08842,"Great customer service, very helpful team.",positive,
LOG04505,CUST00112,Why is my loan application still pending? Terrible process.,negative,
LOG04506,CUST00868,"Excellent experience overall, keep it up.",positive,
LOG04507,CUST05872,What documents are needed for a loan application?,neutral,
LOG04508,CUST01961,Please send me my account statement.,neutral,
LOG04509,CUST01043,How do I update my contact details?,neutral,
LOG04510,CUST06779,Please send me my account statement.,neutral,
LOG04511,CUST02642,What documents are needed for a loan application?,neutral,
LOG04512,CUST03189,What documents are needed for a loan application?,neutral,
LOG04513,CUST09856,What are the current interest rates for savings accounts?,neutral,
LOG04514,CUST02970,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04515,CUST08110,How do I update my contact details?,neutral,
LOG04516,CUST05437,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04517,CUST01543,How do I update my contact details?,neutral,
LOG04518,CUST09405,Account blocked again. This is the third time this month.,negative,blocked
LOG04519,CUST06348,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04520,CUST06248,Account blocked again. This is the third time this month.,negative,blocked
LOG04521,CUST07773,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04522,CUST05625,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04523,CUST01571,What are the current interest rates for savings accounts?,neutral,
LOG04524,CUST05819,I am very unhappy with how my complaint was handled.,negative,
LOG04525,CUST07052,What are the current interest rates for savings accounts?,neutral,
LOG04526,CUST08187,I love the new mobile app features.,positive,
LOG04527,CUST03024,How do I update my contact details?,neutral,
LOG04528,CUST06577,I need to know the branch hours.,neutral,
LOG04529,CUST03714,"Great customer service, very helpful team.",positive,
LOG04530,CUST01337,Why is my loan application still pending? Terrible process.,negative,
LOG04531,CUST07402,I need to know the branch hours.,neutral,
LOG04532,CUST08584,How do I update my contact details?,neutral,
LOG04533,CUST00335,I am very unhappy with how my complaint was handled.,negative,
LOG04534,CUST00998,"Excellent experience overall, keep it up.",positive,
LOG04535,CUST06114,I cannot access my account – it seems blocked.,negative,blocked
LOG04536,CUST02761,How do I update my contact details?,neutral,
LOG04537,CUST08670,"Thank you, the issue has been resolved quickly.",positive,
LOG04538,CUST00077,I cannot access my account – it seems blocked.,negative,blocked
LOG04539,CUST06304,I love the new mobile app features.,positive,
LOG04540,CUST00454,I am very unhappy with how my complaint was handled.,negative,
LOG04541,CUST09231,Please send me my account statement.,neutral,
LOG04542,CUST01137,I love the new mobile app features.,positive,
LOG04543,CUST03089,What are the current interest rates for savings accounts?,neutral,
LOG04544,CUST08163,What documents are needed for a loan application?,neutral,
LOG04545,CUST08769,"Great customer service, very helpful team.",positive,
LOG04546,CUST05657,"Great customer service, very helpful team.",positive,
LOG04547,CUST02535,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04548,CUST09405,Why is my loan application still pending? Terrible process.,negative,
LOG04549,CUST07221,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04550,CUST08313,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04551,CUST07293,"Great customer service, very helpful team.",positive,
LOG04552,CUST00636,"Thank you, the issue has been resolved quickly.",positive,
LOG04553,CUST05107,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04554,CUST01766,I love the new mobile app features.,positive,
LOG04555,CUST02956,I need to know the branch hours.,neutral,
LOG04556,CUST01634,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04557,CUST03165,Can I increase my credit limit?,neutral,
LOG04558,CUST05528,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04559,CUST08979,Can I increase my credit limit?,neutral,
LOG04560,CUST07339,Account blocked again. This is the third time this month.,negative,blocked
LOG04561,CUST09085,"Thank you, the issue has been resolved quickly.",positive,
LOG04562,CUST05544,How do I update my contact details?,neutral,
LOG04563,CUST05992,My card was charged twice and no one is fixing it.,negative,
LOG04564,CUST03924,What are the current interest rates for savings accounts?,neutral,
LOG04565,CUST03086,Can I increase my credit limit?,neutral,
LOG04566,CUST00682,Can I increase my credit limit?,neutral,
LOG04567,CUST00961,I need to know the branch hours.,neutral,
LOG04568,CUST09686,The loan was approved faster than expected – very pleased.,positive,
LOG04569,CUST08518,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04570,CUST05252,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04571,CUST09225,Please send me my account statement.,neutral,
LOG04572,CUST08952,Account blocked again. This is the third time this month.,negative,blocked
LOG04573,CUST04630,My card was charged twice and no one is fixing it.,negative,
LOG04574,CUST02220,I love the new mobile app features.,positive,
LOG04575,CUST03245,Can I increase my credit limit?,neutral,
LOG04576,CUST06985,I need to know the branch hours.,neutral,
LOG04577,CUST07130,Account blocked again. This is the third time this month.,negative,blocked
LOG04578,CUST01350,The loan was approved faster than expected – very pleased.,positive,
LOG04579,CUST00391,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04580,CUST01710,Can I increase my credit limit?,neutral,
LOG04581,CUST09196,I love the new mobile app features.,positive,
LOG04582,CUST09989,Can I increase my credit limit?,neutral,
LOG04583,CUST05012,The loan was approved faster than expected – very pleased.,positive,
LOG04584,CUST04706,Can I increase my credit limit?,neutral,
LOG04585,CUST00904,What documents are needed for a loan application?,neutral,
LOG04586,CUST03082,I cannot access my account – it seems blocked.,negative,blocked
LOG04587,CUST05032,"Thank you, the issue has been resolved quickly.",positive,
LOG04588,CUST09360,"Excellent experience overall, keep it up.",positive,
LOG04589,CUST05139,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04590,CUST00786,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04591,CUST00459,Please send me my account statement.,neutral,
LOG04592,CUST04964,How do I update my contact details?,neutral,
LOG04593,CUST03085,The loan was approved faster than expected – very pleased.,positive,
LOG04594,CUST08811,I love the new mobile app features.,positive,
LOG04595,CUST07108,How do I update my contact details?,neutral,
LOG04596,CUST08330,What documents are needed for a loan application?,neutral,
LOG04597,CUST02922,"Excellent experience overall, keep it up.",positive,
LOG04598,CUST00733,Why is my loan application still pending? Terrible process.,negative,
LOG04599,CUST01617,My card was charged twice and no one is fixing it.,negative,
LOG04600,CUST03043,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04601,CUST05248,"Great customer service, very helpful team.",positive,
LOG04602,CUST03336,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04603,CUST03388,The loan was approved faster than expected – very pleased.,positive,
LOG04604,CUST00256,Please send me my account statement.,neutral,
LOG04605,CUST06251,I cannot access my account – it seems blocked.,negative,blocked
LOG04606,CUST01906,What are the current interest rates for savings accounts?,neutral,
LOG04607,CUST00078,I need to know the branch hours.,neutral,
LOG04608,CUST05420,"Great customer service, very helpful team.",positive,
LOG04609,CUST06389,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04610,CUST06092,My card was charged twice and no one is fixing it.,negative,
LOG04611,CUST00734,Can I increase my credit limit?,neutral,
LOG04612,CUST02322,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04613,CUST04034,Please send me my account statement.,neutral,
LOG04614,CUST04231,Please send me my account statement.,neutral,
LOG04615,CUST09348,Account blocked again. This is the third time this month.,negative,blocked
LOG04616,CUST05075,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04617,CUST04467,My card was charged twice and no one is fixing it.,negative,
LOG04618,CUST00168,Can I increase my credit limit?,neutral,
LOG04619,CUST06778,The loan was approved faster than expected – very pleased.,positive,
LOG04620,CUST04557,The loan was approved faster than expected – very pleased.,positive,
LOG04621,CUST07999,"Great customer service, very helpful team.",positive,
LOG04622,CUST09833,I love the new mobile app features.,positive,
LOG04623,CUST06480,I cannot access my account – it seems blocked.,negative,blocked
LOG04624,CUST07359,"Thank you, the issue has been resolved quickly.",positive,
LOG04625,CUST03654,What are the current interest rates for savings accounts?,neutral,
LOG04626,CUST01875,How do I update my contact details?,neutral,
LOG04627,CUST02604,"Thank you, the issue has been resolved quickly.",positive,
LOG04628,CUST01090,Can I increase my credit limit?,neutral,
LOG04629,CUST08798,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04630,CUST02743,I love the new mobile app features.,positive,
LOG04631,CUST04203,What documents are needed for a loan application?,neutral,
LOG04632,CUST04667,Account blocked again. This is the third time this month.,negative,blocked
LOG04633,CUST04665,I am very unhappy with how my complaint was handled.,negative,
LOG04634,CUST04285,"Excellent experience overall, keep it up.",positive,
LOG04635,CUST01957,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04636,CUST03312,The loan was approved faster than expected – very pleased.,positive,
LOG04637,CUST09090,How do I update my contact details?,neutral,
LOG04638,CUST03290,The loan was approved faster than expected – very pleased.,positive,
LOG04639,CUST08491,"Great customer service, very helpful team.",positive,
LOG04640,CUST07684,I cannot access my account – it seems blocked.,negative,blocked
LOG04641,CUST01792,Can I increase my credit limit?,neutral,
LOG04642,CUST03747,How do I update my contact details?,neutral,
LOG04643,CUST06359,I cannot access my account – it seems blocked.,negative,blocked
LOG04644,CUST01370,"Great customer service, very helpful team.",positive,
LOG04645,CUST01105,What documents are needed for a loan application?,neutral,
LOG04646,CUST07143,My card was charged twice and no one is fixing it.,negative,
LOG04647,CUST07178,Why is my loan application still pending? Terrible process.,negative,
LOG04648,CUST02339,What documents are needed for a loan application?,neutral,
LOG04649,CUST09782,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04650,CUST08252,How do I update my contact details?,neutral,
LOG04651,CUST03448,My card was charged twice and no one is fixing it.,negative,
LOG04652,CUST00717,Why is my loan application still pending? Terrible process.,negative,
LOG04653,CUST00233,"Excellent experience overall, keep it up.",positive,
LOG04654,CUST05593,What are the current interest rates for savings accounts?,neutral,
LOG04655,CUST02876,I need to know the branch hours.,neutral,
LOG04656,CUST07570,I need to know the branch hours.,neutral,
LOG04657,CUST00925,What are the current interest rates for savings accounts?,neutral,
LOG04658,CUST06227,Account blocked again. This is the third time this month.,negative,blocked
LOG04659,CUST04781,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04660,CUST01043,Please send me my account statement.,neutral,
LOG04661,CUST03015,My card was charged twice and no one is fixing it.,negative,
LOG04662,CUST05504,My card was charged twice and no one is fixing it.,negative,
LOG04663,CUST07191,What documents are needed for a loan application?,neutral,
LOG04664,CUST07218,I cannot access my account – it seems blocked.,negative,blocked
LOG04665,CUST04027,How do I update my contact details?,neutral,
LOG04666,CUST09124,I am very unhappy with how my complaint was handled.,negative,
LOG04667,CUST02349,What are the current interest rates for savings accounts?,neutral,
LOG04668,CUST05203,"Excellent experience overall, keep it up.",positive,
LOG04669,CUST01825,I cannot access my account – it seems blocked.,negative,blocked
LOG04670,CUST06717,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04671,CUST08754,Please send me my account statement.,neutral,
LOG04672,CUST02784,How do I update my contact details?,neutral,
LOG04673,CUST05271,What documents are needed for a loan application?,neutral,
LOG04674,CUST00630,Why is my loan application still pending? Terrible process.,negative,
LOG04675,CUST01701,What are the current interest rates for savings accounts?,neutral,
LOG04676,CUST03829,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04677,CUST06246,I cannot access my account – it seems blocked.,negative,blocked
LOG04678,CUST09220,I cannot access my account – it seems blocked.,negative,blocked
LOG04679,CUST06350,"Thank you, the issue has been resolved quickly.",positive,
LOG04680,CUST03679,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04681,CUST00577,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04682,CUST00325,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04683,CUST07806,What documents are needed for a loan application?,neutral,
LOG04684,CUST06326,Please send me my account statement.,neutral,
LOG04685,CUST06337,I am very unhappy with how my complaint was handled.,negative,
LOG04686,CUST03894,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04687,CUST08038,What documents are needed for a loan application?,neutral,
LOG04688,CUST05655,I am very unhappy with how my complaint was handled.,negative,
LOG04689,CUST07851,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04690,CUST07442,"Great customer service, very helpful team.",positive,
LOG04691,CUST05901,Please send me my account statement.,neutral,
LOG04692,CUST02366,"Great customer service, very helpful team.",positive,
LOG04693,CUST02857,I need to know the branch hours.,neutral,
LOG04694,CUST04215,Account blocked again. This is the third time this month.,negative,blocked
LOG04695,CUST06031,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04696,CUST00344,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04697,CUST04913,Account blocked again. This is the third time this month.,negative,blocked
LOG04698,CUST00698,What are the current interest rates for savings accounts?,neutral,
LOG04699,CUST06724,The loan was approved faster than expected – very pleased.,positive,
LOG04700,CUST08872,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04701,CUST06591,My card was charged twice and no one is fixing it.,negative,
LOG04702,CUST05783,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04703,CUST06649,"Great customer service, very helpful team.",positive,
LOG04704,CUST06845,The loan was approved faster than expected – very pleased.,positive,
LOG04705,CUST07411,The loan was approved faster than expected – very pleased.,positive,
LOG04706,CUST06365,The loan was approved faster than expected – very pleased.,positive,
LOG04707,CUST05957,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04708,CUST05342,I need to know the branch hours.,neutral,
LOG04709,CUST02181,Account blocked again. This is the third time this month.,negative,blocked
LOG04710,CUST08683,What documents are needed for a loan application?,neutral,
LOG04711,CUST04031,My card was charged twice and no one is fixing it.,negative,
LOG04712,CUST03129,My card was charged twice and no one is fixing it.,negative,
LOG04713,CUST03189,Please send me my account statement.,neutral,
LOG04714,CUST07592,Why is my loan application still pending? Terrible process.,negative,
LOG04715,CUST06689,Please send me my account statement.,neutral,
LOG04716,CUST05029,Why is my loan application still pending? Terrible process.,negative,
LOG04717,CUST06437,What are the current interest rates for savings accounts?,neutral,
LOG04718,CUST07705,"Great customer service, very helpful team.",positive,
LOG04719,CUST08894,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04720,CUST07411,What documents are needed for a loan application?,neutral,
LOG04721,CUST06753,I am very unhappy with how my complaint was handled.,negative,
LOG04722,CUST03268,How do I update my contact details?,neutral,
LOG04723,CUST05533,What are the current interest rates for savings accounts?,neutral,
LOG04724,CUST06297,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04725,CUST02955,Account blocked again. This is the third time this month.,negative,blocked
LOG04726,CUST00391,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04727,CUST03383,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04728,CUST09297,Can I increase my credit limit?,neutral,
LOG04729,CUST04479,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04730,CUST09231,What documents are needed for a loan application?,neutral,
LOG04731,CUST06585,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04732,CUST03241,Please send me my account statement.,neutral,
LOG04733,CUST06739,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04734,CUST07678,I love the new mobile app features.,positive,
LOG04735,CUST02140,What are the current interest rates for savings accounts?,neutral,
LOG04736,CUST05181,The loan was approved faster than expected – very pleased.,positive,
LOG04737,CUST01591,I cannot access my account – it seems blocked.,negative,blocked
LOG04738,CUST01405,"Thank you, the issue has been resolved quickly.",positive,
LOG04739,CUST00143,How do I update my contact details?,neutral,
LOG04740,CUST05432,I cannot access my account – it seems blocked.,negative,blocked
LOG04741,CUST05134,How do I update my contact details?,neutral,
LOG04742,CUST03327,I love the new mobile app features.,positive,
LOG04743,CUST03490,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04744,CUST01082,I am very unhappy with how my complaint was handled.,negative,
LOG04745,CUST05170,I love the new mobile app features.,positive,
LOG04746,CUST07318,Please send me my account statement.,neutral,
LOG04747,CUST05548,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04748,CUST02871,What documents are needed for a loan application?,neutral,
LOG04749,CUST04969,I need to know the branch hours.,neutral,
LOG04750,CUST09206,"Thank you, the issue has been resolved quickly.",positive,
LOG04751,CUST02491,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04752,CUST06803,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04753,CUST08722,How do I update my contact details?,neutral,
LOG04754,CUST02594,Account blocked again. This is the third time this month.,negative,blocked
LOG04755,CUST09050,Please send me my account statement.,neutral,
LOG04756,CUST04608,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04757,CUST01858,My card was charged twice and no one is fixing it.,negative,
LOG04758,CUST02403,What documents are needed for a loan application?,neutral,
LOG04759,CUST01591,Can I increase my credit limit?,neutral,
LOG04760,CUST02222,I cannot access my account – it seems blocked.,negative,blocked
LOG04761,CUST07747,The loan was approved faster than expected – very pleased.,positive,
LOG04762,CUST07814,Can I increase my credit limit?,neutral,
LOG04763,CUST00327,"Great customer service, very helpful team.",positive,
LOG04764,CUST05938,Please send me my account statement.,neutral,
LOG04765,CUST09583,The loan was approved faster than expected – very pleased.,positive,
LOG04766,CUST02980,"Excellent experience overall, keep it up.",positive,
LOG04767,CUST00326,The loan was approved faster than expected – very pleased.,positive,
LOG04768,CUST09287,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04769,CUST05567,I need to know the branch hours.,neutral,
LOG04770,CUST06062,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04771,CUST02904,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04772,CUST04917,"Great customer service, very helpful team.",positive,
LOG04773,CUST06450,What documents are needed for a loan application?,neutral,
LOG04774,CUST01819,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04775,CUST03230,What documents are needed for a loan application?,neutral,
LOG04776,CUST05255,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04777,CUST01362,I need to know the branch hours.,neutral,
LOG04778,CUST09877,I need to know the branch hours.,neutral,
LOG04779,CUST00262,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04780,CUST02770,Account blocked again. This is the third time this month.,negative,blocked
LOG04781,CUST04141,Why is my loan application still pending? Terrible process.,negative,
LOG04782,CUST08412,"Great customer service, very helpful team.",positive,
LOG04783,CUST08527,I love the new mobile app features.,positive,
LOG04784,CUST08022,I cannot access my account – it seems blocked.,negative,blocked
LOG04785,CUST02735,I need to know the branch hours.,neutral,
LOG04786,CUST03913,I cannot access my account – it seems blocked.,negative,blocked
LOG04787,CUST04311,I am very unhappy with how my complaint was handled.,negative,
LOG04788,CUST07094,Can I increase my credit limit?,neutral,
LOG04789,CUST00663,I love the new mobile app features.,positive,
LOG04790,CUST07506,I love the new mobile app features.,positive,
LOG04791,CUST05455,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04792,CUST00515,"Excellent experience overall, keep it up.",positive,
LOG04793,CUST00175,What are the current interest rates for savings accounts?,neutral,
LOG04794,CUST04960,I cannot access my account – it seems blocked.,negative,blocked
LOG04795,CUST03271,The loan was approved faster than expected – very pleased.,positive,
LOG04796,CUST06227,The loan was approved faster than expected – very pleased.,positive,
LOG04797,CUST00590,Account blocked again. This is the third time this month.,negative,blocked
LOG04798,CUST04429,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04799,CUST06147,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04800,CUST06010,Why is my loan application still pending? Terrible process.,negative,
LOG04801,CUST06956,Please send me my account statement.,neutral,
LOG04802,CUST05606,The loan was approved faster than expected – very pleased.,positive,
LOG04803,CUST05673,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04804,CUST09051,I am very unhappy with how my complaint was handled.,negative,
LOG04805,CUST08009,"Great customer service, very helpful team.",positive,
LOG04806,CUST04370,I love the new mobile app features.,positive,
LOG04807,CUST07371,"Thank you, the issue has been resolved quickly.",positive,
LOG04808,CUST01390,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04809,CUST05221,What documents are needed for a loan application?,neutral,
LOG04810,CUST01860,Please send me my account statement.,neutral,
LOG04811,CUST02106,How do I update my contact details?,neutral,
LOG04812,CUST03981,"Thank you, the issue has been resolved quickly.",positive,
